-2.718460039892341973e-01	-1.973253087813629514e-01	-3.376458680687426384e-01	-4.141635630507100596e-01	-1.628279484649561848e-01	7.380148615001491663e-01	7.626347882436314285e-02	2.406857590903773714e-01
2.130554212523597890e+00	2.023348993511303817e+00	1.599734712627848054e+00	1.426406921014111262e+00	1.360231675234192306e+00	2.406977737502837555e-01	5.863154658401403818e-01	-1.081643722649607009e-01
4.556466459612273923e-01	4.106154820448433829e-01	8.376469969664492865e-01	5.784036910755272487e-01	7.196466219139187048e-01	6.958657486892638744e-01	1.039728164714174063e+00	6.668260379770871715e-01
-9.380716072703612074e-01	-9.755890598779882739e-01	-6.921538035984254877e-01	-1.116031998645916623e+00	-9.937381978849928466e-01	-1.154482401678516235e+00	-9.939319485275567301e-01	-1.103580185374217093e+00
-5.653235352207161002e-01	-5.612716543696092408e-01	-2.577463260408064394e-01	-1.625069187847063001e-01	3.306706916668561980e-01	1.118665715976520543e-02	-4.773849266500718169e-01	-1.859477482342944410e-01
-1.318339011654865667e+00	-1.281743833846998415e+00	-1.254948806279933216e+00	-1.364226970931228022e+00	-1.202289106881712311e+00	-1.171899570855576167e+00	-1.032873567921759994e+00	-1.064124078585870325e+00
-1.295811608220905020e+00	-1.425031767266536464e+00	-4.474702451032785966e-01	-2.866160990670951203e-01	-5.930590398412487474e-01	-1.093036246532705258e+00	-4.598396056073362770e-01	-8.982506411628697895e-01
-1.468676754544010921e+00	-1.295027672326049872e+00	-1.397811673930363430e+00	-1.593814458866700701e+00	-1.398137052107261136e+00	-9.860736056734037414e-01	-1.573281509216545304e+00	-1.229486931364093261e+00
-1.126688383918825087e+00	-1.019642139110240819e+00	-1.239807139642069345e+00	-1.220508706389581421e+00	-1.162839916522063088e+00	-1.612702992193982166e+00	-1.299565288243995198e+00	-1.915563611061656957e+00
-7.405574827712968489e-01	-8.545378085543315905e-01	-2.997767595885564851e-01	-5.349139841549285235e-01	-7.029359938824430998e-01	-3.061065121019343471e-01	-6.982446749618136383e-01	-7.222798730464442540e-01
-1.440764045123198889e+00	-1.413219465151072329e+00	-1.629578679832600629e+00	-1.261480593684146889e+00	-1.250581150890335058e+00	-2.178141550643596158e+00	-1.528747996482738625e+00	-2.640491995706897743e+00
-9.281294514038845866e-01	-9.012175435822686875e-01	-1.373600057061030055e+00	-1.721796799032579983e+00	-1.114658800511749925e+00	-2.321575112449131062e+00	-2.171298444398786387e+00	-2.471030778673913186e+00
-3.727182844813832219e-01	-4.801239406740009374e-01	-3.199315909312821504e-01	-2.963060556609410368e-01	-3.950378291225999372e-01	-8.781117858211150429e-01	-5.795634971327187079e-01	-9.262293609877473299e-01
-6.622896961830784246e-01	-8.255608013481845475e-01	3.529941636934215143e-01	4.810080808056585999e-01	1.148044637780204713e+00	6.991921798658486120e-02	6.202321859690025363e-01	-2.802046796243649052e-01
-4.997709148675241186e-01	-5.133325172245469803e-01	-6.536489873764591563e-01	-7.221080158250332559e-01	-6.120354285586431242e-01	4.983308994202005904e-01	9.372884894610968853e-01	-2.131807341103410941e-02
