ID_REF	GSM861609	GSM861610	GSM861611	GSM861612	GSM861613	GSM861615
10394240	4.267694	4.501858	4.561924	4.335965	4.095616	4.561281
10394245	5.179455	5.231012	5.271789	5.2624	5.395183	5.523316
10394258	6.057167	6.101063	5.984299	6.175167	6.115649	6.039066
10394283	3.950172	4.01708	3.919227	3.806737	3.894471	3.823333
10394286	4.977769	4.825844	5.143191	4.789256	4.99542	4.862636
10394288	5.772463	5.886089	5.792377	5.703658	5.643804	5.783343
10394331	4.48494	3.986614	4.140931	4.15825	4.146969	4.315868
10394344	9.656304	9.715242	9.79879	9.631592	9.493275	9.551357
10394346	3.301015	3.440258	3.506741	3.441789	3.564767	3.402318
10394353	4.877357	4.968422	4.896726	5.117611	4.660417	5.081468
10394358	5.901419	5.987082	5.946387	5.759609	5.911279	5.954985
10394366	6.082732	6.260618	6.018337	6.48232	6.200395	6.337283
10394381	7.03329	6.776757	6.953894	7.039052	7.105193	7.215469
10394389	3.086396	3.086396	3.148721	3.211045	3.11141	3.148721
10394392	7.072795	6.997087	6.845226	7.173327	7.137791	6.983665
10394394	4.064499	4.097689	3.91518	3.900796	3.916375	3.791898
10394429	6.161107	6.04414	5.878119	6.062512	5.963399	5.858442
10394437	6.931239	6.656991	6.657757	6.594831	6.723509	6.755752
10394448	7.359962	7.373516	7.213841	7.506853	7.35091	7.335083
10394471	6.887209	6.830533	6.876276	7.729089	7.689341	7.565562
10394477	10.04926	9.854273	9.797217	10.14206	10.20412	10.23484
10394488	3.358687	3.174863	3.37906	3.071003	3.166812	3.494877
10394498	7.034717	7.076432	6.838916	7.219059	7.04758	7.233293
10394527	3.165484	3.198001	3.301457	3.365735	3.664325	3.201763
10394532	6.514594	6.47729	6.447764	6.587135	6.463954	6.562145
10394534	4.396588	4.184349	4.07133	4.722555	4.652358	4.925389
10394538	6.771714	6.88477	6.893877	7.313063	7.433075	7.422554
10394542	2.721375	2.511053	2.898089	2.36093	2.491929	2.516053
10394555	3.299594	3.445369	3.281526	3.430367	3.370967	3.560493
10394558	9.411434	9.290046	9.300058	9.213202	9.059263	9.06344
10394560	6.761081	6.659341	6.523103	6.772773	6.824216	6.807327
10394591	9.586511	9.49002	9.520445	9.664645	9.46818	9.449905
10394593	6.920899	6.633337	6.423427	5.913628	5.690268	5.792998
10394609	8.607368	8.53301	8.705359	8.451576	8.502701	8.467341
10394611	5.802156	5.93751	5.793055	6.167606	6.155016	6.255691
10394625	6.679694	6.700075	6.497385	7.03478	6.985479	7.187119
10394627	5.566239	5.527723	5.513686	5.902886	5.982217	6.124969
10394671	3.0078	3.16238	3.065978	2.807637	2.97168	2.874946
10394674	7.57296	7.471824	7.393982	6.152936	6.038075	6.180137
10394676	1.730157	1.686841	1.773325	1.705158	1.79112	1.760147
10394678	2.114325	2.167746	2.287175	1.846918	2.176672	2.166374
10394680	4.859291	4.777767	4.328908	4.625715	4.60901	4.730783
10394682	6.43469	6.530225	6.559514	6.420508	5.888453	6.124074
10394685	4.05051	4.016966	4.054896	4.012873	4.027966	4.036943
10394690	7.512576	7.477365	7.432525	7.576629	7.501431	7.484603
10394699	6.430128	6.620259	6.542721	6.802714	6.664002	6.789587
10394731	4.334309	4.932479	4.353133	4.881624	4.779914	4.723717
10394733	8.41413	8.302179	8.371464	8.590406	8.379265	8.44009
10394735	8.823843	8.776446	8.789687	9.185847	9.099792	9.175324
10394749	5.225495	5.26531	5.261938	5.638571	5.423458	5.641182
10394770	8.116741	8.148205	8.210934	8.190882	7.948283	8.117939
10394776	6.602387	6.607826	6.548824	6.216215	6.538967	6.36656
10394778	7.788067	7.787513	7.887216	7.715023	7.70891	7.597426
10394783	5.041024	5.259365	5.191617	5.436825	5.35502	5.362295
10394786	5.041024	5.259365	5.191617	5.436825	5.35502	5.362295
10394789	5.311426	5.318173	5.152808	5.174321	5.212619	5.286225
10394791	5.349419	5.286396	5.427945	5.341342	5.103352	5.315999
10394794	4.790395	4.857185	4.992396	4.93227	4.689862	4.877707
10394798	5.134259	4.741065	5.143842	5.104786	5.193835	5.230147
10394800	9.296614	9.35069	9.441054	9.36662	9.287106	9.437984
10394802	4.534286	5.001069	4.945138	4.833823	4.892745	4.807155
10394805	6.802066	6.732423	6.770492	6.788672	6.562752	6.722989
10394809	5.054837	5.038467	5.137752	5.201143	5.041927	4.937094
10394812	7.578937	7.490707	7.522329	7.538793	7.365001	7.428395
10394816	5.054837	5.038467	5.137752	5.201143	5.041927	4.937094
10394819	5.432828	5.761549	5.820035	5.831177	5.879033	5.765332
10394821	4.713437	4.838123	5.085832	4.885835	4.814169	4.779312
10394823	6.073525	5.942975	6.04957	5.893095	5.837283	5.882047
10394827	7.110929	7.159973	7.183268	7.120164	7.23941	7.290648
10394829	8.502458	8.582602	8.562749	8.543928	8.612703	8.589497
10394831	5.566739	5.637421	5.750404	5.728873	5.66169	6.05465
10394833	5.564064	5.532448	5.650226	5.660142	5.507359	5.629304
10394837	6.601848	6.655005	6.756601	6.721836	6.735762	6.658374
10394843	6.766305	6.819079	6.722933	6.835326	6.330544	6.576103
10394846	6.872781	7.088145	7.153509	7.00925	6.89403	6.926071
10394850	8.469345	8.724152	8.656185	8.616631	8.564556	8.678942
10394852	5.159722	5.168419	5.204432	5.372425	5.192231	5.125826
10394858	7.766707	7.981377	7.941847	7.818801	7.908183	7.787217
10394860	5.809505	5.982946	5.768044	5.77883	5.969374	5.646382
10394862	6.626601	6.669705	6.623273	6.646113	6.782616	6.535315
10394892	7.442653	7.3385	7.406959	7.599604	7.563285	7.506435
10394912	4.713367	4.605137	4.897546	4.832324	5.104949	4.876294
10394914	7.002598	6.863896	6.944391	7.069142	6.993227	6.899405
10394922	5.61948	5.771162	5.776894	5.784441	5.690123	5.556587
10394926	5.487706	5.373946	5.458247	5.434233	5.4619	5.242241
10394929	4.381813	4.408622	3.738702	4.258931	4.270583	4.088521
10394931	3.476724	2.896724	3.228338	2.756789	3.33541	3.504395
10394934	5.771845	5.639966	5.644831	5.570768	5.810478	5.566154
10394936	6.940204	6.447049	7.132391	6.818819	6.655987	6.931699
10394938	9.279667	9.444888	9.521209	9.354293	9.440599	9.401975
10394940	7.110929	7.159973	7.183268	7.120164	7.23941	7.290648
10394942	7.009049	7.080979	6.850492	7.052971	6.97009	6.830255
10394954	4.278655	4.264705	4.494958	4.221283	4.177956	4.254911
10394971	7.253953	7.117085	7.062243	7.041053	7.065819	7.101351
10394978	7.912666	7.977739	7.934142	8.468902	8.469781	8.497972
10394988	5.055193	5.055193	5.165664	5.051028	4.878425	4.942418
10394990	6.347008	6.337485	6.651125	6.691807	6.618234	6.703308
10395005	8.738856	8.780566	8.791483	8.841143	8.779377	8.747725
10395039	3.584993	3.480115	3.530915	3.513525	3.435587	3.500797
10395049	5.574256	5.490514	5.336321	5.703556	5.667734	5.492105
10395058	5.097456	4.86013	4.950982	4.950235	4.819644	5.059465
10395064	6.238674	6.205973	6.404778	6.253901	6.473289	6.294533
10395074	4.380057	4.557945	4.601637	4.855011	4.820634	4.61726
10395103	9.133553	9.034483	8.86212	8.853527	8.764427	8.710016
10395129	7.068257	6.94688	6.88397	6.98169	7.08868	6.939764
10395136	6.790356	6.752038	6.292742	5.777939	5.714804	5.543481
10395142	4.673222	4.775859	4.64115	4.962056	4.658238	4.434226
10395155	2.694458	2.737154	2.965404	3.014851	2.610179	3.357337
10395158	3.451149	3.667849	3.587879	3.903157	3.688204	3.864727
10395163	9.025389	8.87893	8.485754	8.736748	8.660021	8.580916
10395198	4.757142	4.682261	4.750074	4.525434	4.680621	4.296946
10395201	2.179919	1.857785	2.217049	2.101089	2.155276	2.171328
10395225	4.435398	4.472839	4.377288	4.183442	4.434056	4.687267
10395227	6.483546	6.36101	6.509064	6.712438	6.557947	6.688667
10395250	6.324651	6.499918	6.381088	6.320373	6.522076	6.452015
10395252	5.022879	4.972449	4.780719	4.95062	4.757139	4.542769
10395257	6.566774	6.581948	6.301086	6.624471	6.237667	6.218441
10395259	6.417598	6.426422	6.734043	6.715077	6.637614	7.011415
10395273	4.841173	4.790938	5.346833	4.966987	4.818873	5.04947
10395275	3.342532	3.461493	2.734805	2.95708	2.460301	2.839214
10395277	6.836478	6.748186	6.572309	6.780003	6.668941	6.716826
10395287	5.876393	5.807076	5.77099	5.588646	5.765422	5.647872
10395293	5.77962	5.656565	5.576085	5.450878	5.503676	5.544149
10395306	2.04438	2.077963	2.183589	1.915842	1.931486	1.921266
10395312	5.229014	5.046096	5.039073	5.629387	5.127527	5.179995
10395317	3.632473	3.750196	4.141512	4.494554	4.415843	5.008086
10395320	8.062441	8.002834	7.587894	8.883253	8.832584	8.773649
10395324	2.658114	2.490878	2.759507	2.583246	2.57433	2.57433
10395328	6.635479	6.549419	6.54118	6.86066	6.546679	6.73787
10395356	2.066592	1.926495	1.851137	2.14738	2.32342	1.999562
10395365	2.051519	1.949219	1.910708	1.777868	2.077221	1.859072
10395374	2.946496	2.939285	2.287034	2.488842	2.57433	2.597221
10395376	7.234687	7.219328	7.097426	7.185525	7.057219	6.996467
10395389	7.93802	7.840528	7.852928	7.11432	6.976822	7.677145
10395394	2.871432	2.93868	3.107783	3.028151	2.768568	3.056014
10395409	4.584918	4.615103	4.104446	5.307409	5.398883	4.672323
10395414	2.578485	2.744509	2.606172	2.521073	2.572073	2.578682
10395428	4.763062	4.530581	4.376137	4.402057	4.451421	4.345058
10395457	8.511194	8.644667	8.250337	7.961384	7.868939	7.595331
10395463	4.348262	4.206642	4.325445	4.412728	4.313786	4.416156
10395466	6.607143	6.794136	6.734605	7.195843	7.290055	7.131586
10395520	4.087928	4.306641	4.298474	4.233447	4.399104	4.155228
10395529	3.800666	4.009725	3.94428	3.618522	3.771259	3.638091
10395532	2.870836	3.531632	3.445294	3.262348	3.445975	3.477327
10395534	3.905062	4.095794	3.68803	3.740359	3.495533	3.55235
10395538	6.142596	6.021613	5.998796	6.223962	6.082505	6.060065
10395553	5.382558	5.39795	5.660168	5.32521	5.336453	5.630383
10395591	1.964042	2.246362	1.992685	1.7622	1.813025	1.786126
10395594	2.535244	2.673025	2.541684	2.410776	3.242602	2.709576
10395596	5.775966	5.765911	6.142235	5.691699	5.787584	6.002491
10395604	4.864972	4.883427	5.303706	4.78652	4.638646	4.785432
10395606	2.847169	2.785855	2.984525	2.757025	2.823045	2.930128
10395608	2.304971	2.185424	2.073406	2.194409	2.067246	2.297736
10395610	2.851365	3.027036	2.879542	2.760794	2.531513	2.928654
10395612	7.199368	7.347642	7.219949	7.346914	7.375586	7.199585
10395628	5.691605	5.464087	5.484429	5.515811	5.41664	5.466699
10395659	4.061075	4.291392	4.115687	4.152605	4.177245	4.272367
10395672	4.77948	4.946224	5.154441	4.964945	4.723561	5.002248
10395682	3.891011	3.895601	3.992083	3.758336	3.951953	3.744052
10395684	5.225121	5.374605	5.407965	5.212619	5.151626	5.09369
10395692	6.971593	7.099072	6.634685	6.755475	6.411063	6.258159
10395702	3.407624	3.430612	3.792119	4.164478	3.906692	3.624322
10395719	4.279069	4.171538	4.453063	4.298986	4.536262	4.465879
10395733	5.135927	5.20432	5.60181	5.672727	5.702652	5.896882
10395735	1.291044	1.340872	1.303403	1.37382	1.586218	1.323504
10395737	9.134167	9.108117	9.075278	9.163952	8.930693	9.009709
10395739	8.564364	8.577473	8.493843	8.894689	8.621436	8.597321
10395770	7.216066	6.982852	6.889875	7.075231	7.205667	7.138485
10395780	7.216066	6.982852	6.889875	7.075231	7.205667	7.138485
10395788	8.280816	8.336713	8.20301	8.614078	8.33984	8.284429
10395805	8.715913	8.425393	8.336248	8.535613	8.731445	8.74245
10395807	6.64569	6.615371	6.655151	6.665251	6.714996	6.635193
10395816	8.399461	8.262073	8.177793	8.3954	8.356588	8.177269
10395825	4.117249	4.188376	4.126798	4.023825	4.233647	3.815529
10395827	4.316218	4.330122	4.367269	4.221738	4.238849	4.305998
10395829	3.231155	3.337066	3.084708	3.456551	2.787419	3.298734
10395831	6.706367	6.616471	6.648161	6.996323	6.766943	6.740067
10395845	1.367464	1.332639	1.245397	1.269053	1.466943	1.366138
10395847	3.264713	3.10881	3.309335	3.078991	3.412035	3.385218
10395849	5.318295	5.727636	5.791914	6.911822	6.979052	6.772479
10395855	5.236567	5.172389	5.164252	5.417197	5.072082	5.282185
10395869	3.606961	3.53481	4.397893	4.631322	4.425626	5.159788
10395875	3.338031	3.281141	4.080771	3.873926	3.929593	4.137155
10395889	4.358346	4.481311	4.756886	4.851231	4.857232	4.697495
10395893	5.518199	5.714806	5.891819	5.805268	5.873289	5.736614
10395908	2.808649	2.618934	2.678547	2.72061	2.797874	3.155729
10395910	8.45432	8.570842	8.552299	8.700865	8.605128	8.741033
10395922	11.37717	11.3622	11.42142	11.47827	11.28032	11.34949
10395925	2.602362	2.329198	2.602362	2.439181	2.936854	2.403547
10395932	6.438539	6.547492	6.250948	6.349485	6.071541	6.060714
10395953	3.211667	3.602204	3.30083	3.235762	3.3637	3.320551
10395956	2.447685	2.586472	2.499918	2.436078	2.251396	2.323219
10395961	3.432427	3.391037	3.461273	3.232295	3.430865	3.270285
10395971	2.634335	2.654546	2.273152	2.776881	2.357055	2.580712
10395974	1.844779	2.006475	1.68761	1.909157	1.682976	1.677445
10395976	8.97566	9.029928	8.861456	9.174761	8.869596	8.852694
10395978	5.95077	5.678726	5.471579	5.493406	5.425401	5.568737
10395984	5.744863	5.666379	5.47857	5.615689	5.564731	5.430455
10396008	6.82586	6.832663	6.603215	6.930252	6.865436	6.777954
10396030	5.915487	6.157253	5.540363	5.94837	5.802773	5.907866
10396055	3.244073	3.0953	3.457547	3.124964	3.072487	3.304129
10396059	10.59229	10.62523	10.481	10.59358	10.43448	10.39272
10396062	1.684763	1.779775	1.575456	1.768176	1.793608	1.609561
10396064	5.52355	5.564196	5.359093	5.920756	5.466887	5.64189
10396066	12.53047	12.09318	12.43393	11.43348	11.72518	11.48007
10396068	4.741927	4.804175	4.604882	4.902987	4.824525	4.880204
10396074	6.354858	6.293869	6.108252	6.436829	6.333389	6.117167
10396076	5.973844	6.032169	6.033082	5.949449	6.051101	6.138327
10396079	4.643386	4.588313	4.682284	4.818736	4.597332	4.769916
10396094	9.15124	9.027958	8.829529	9.204041	8.960298	8.816007
10396108	8.628374	8.495514	8.404279	8.463175	8.41017	8.698652
10396110	4.393334	4.196379	4.448515	4.112019	4.500558	4.227883
10396112	3.67411	3.609078	3.660516	3.824795	3.530504	3.412376
10396121	3.914609	4.057498	3.696038	3.7783	3.928201	3.875205
10396125	4.432	4.397176	4.445744	4.856857	4.610829	4.591925
10396141	1.871	1.625981	1.711575	1.560138	1.899496	2.070997
10396143	4.408103	4.506769	4.476296	4.314674	4.392807	4.598674
10396146	3.384956	3.698737	3.516788	3.723647	3.626232	3.944116
10396148	1.82902	1.638474	1.849038	1.847722	1.919401	1.998312
10396161	7.507444	7.502518	7.4702	7.705471	7.499412	7.646036
10396170	7.014586	6.979713	6.878737	7.298542	7.294226	6.906052
10396175	4.431397	4.848303	4.815777	4.385295	4.502163	4.532835
10396177	7.194777	7.207673	7.000518	7.366457	7.221476	7.242352
10396193	6.773321	6.74499	6.639633	7.191854	6.915079	6.983255
10396205	6.471794	6.336479	6.117595	6.063929	5.970159	5.963612
10396231	4.716466	4.855714	4.716466	4.766873	4.924147	4.86614
10396237	7.287939	7.261314	7.267972	7.32456	7.329255	7.285089
10396270	7.647449	7.499301	7.170088	7.249477	7.050361	7.178324
10396278	6.255777	6.22061	6.503349	6.370652	6.550715	6.671119
10396306	7.633243	7.753726	7.657061	7.903802	7.661561	7.712744
10396314	4.785773	4.680053	5.144166	5.049932	4.850179	4.899935
10396346	6.265386	6.3462	6.487623	6.449977	6.309283	6.372363
10396358	7.171947	7.261272	7.268455	7.444997	7.400014	7.465645
10396367	4.257086	4.072258	4.465046	4.748458	4.17155	4.80479
10396372	5.555129	5.511696	5.201679	5.664098	5.590341	5.594126
10396383	6.096801	6.200981	6.075552	6.55244	6.628896	6.702495
10396402	4.269645	4.313107	4.378301	4.16428	4.389161	4.4667
10396419	1.757139	1.734828	1.81946	1.79198	1.70918	1.602915
10396421	7.924306	7.865415	7.704331	7.796355	7.597774	7.517917
10396440	5.180834	5.413009	4.776619	4.781698	4.65742	4.610773
10396442	5.598709	5.395687	5.515617	5.725594	5.604517	5.952047
10396454	4.544866	4.349197	4.446181	4.471735	4.478411	4.452857
10396466	3.354856	3.086369	3.102818	3.068014	3.205466	3.164063
10396472	2.641194	2.536678	2.846182	2.66385	2.769606	2.803183
10396476	7.040078	6.851077	6.426994	7.089255	7.101353	6.870151
10396485	7.240806	7.267542	7.431752	7.225772	7.259281	7.430311
10396511	6.373704	6.468418	6.473145	6.342609	6.402776	6.564388
10396606	7.306928	7.292858	7.381211	7.288165	7.38681	7.467823
10396608	7.58096	7.635762	7.667345	7.593064	7.645038	7.7673
10396610	6.647848	6.38566	6.459358	6.925978	6.987714	7.074609
10396640	5.837194	5.779892	5.633909	5.562424	5.447616	5.40871
10396645	5.4839	5.17188	4.73975	5.446563	5.461207	5.376902
10396652	5.26966	5.120687	5.231498	5.035355	5.17432	5.359546
10396656	2.859375	2.846992	3.08634	2.954188	2.744112	2.875185
10396669	3.454579	3.685841	3.487942	3.577713	3.615061	3.420157
10396671	5.140553	5.185971	5.383503	5.276641	5.215106	5.307845
10396694	5.504711	5.580456	5.559059	5.64301	5.468307	5.465421
10396699	5.888375	5.854089	5.775548	5.648266	5.73156	5.64785
10396712	5.376128	5.429813	5.637982	5.376506	5.529386	5.05182
10396730	3.681931	3.51616	3.647738	3.830204	3.698787	3.559453
10396732	2.021246	2.061837	2.094344	1.942291	2.126466	2.061837
10396740	5.824838	6.124462	6.005929	5.877654	6.161335	6.17312
10396767	2.130289	2.381669	2.185071	1.975219	2.398269	2.19984
10396778	6.610078	6.657982	6.584509	6.532105	6.4576	6.52768
10396795	7.887502	7.944049	7.663716	8.242227	8.072178	7.972681
10396800	4.722466	4.983603	5.047849	4.799632	4.861545	4.778306
10396831	3.306119	3.348701	3.292493	3.20701	3.276831	3.177666
10396840	3.06896	3.374187	3.464326	3.226046	3.487713	3.372153
10396849	5.57346	5.522399	5.695821	5.719119	5.933085	5.798792
10396862	3.433032	3.451523	3.166247	3.527862	3.620836	3.442072
10396867	7.142248	7.220206	7.17112	7.170595	7.147349	7.107328
10396877	6.20205	6.041197	5.912122	5.547628	5.600429	5.933271
10396896	7.424845	7.356908	7.095073	7.229885	7.250476	7.211603
10396905	3.797421	4.024295	3.813594	3.962706	3.738492	3.645052
10396919	7.93008	7.809397	7.599766	7.657934	7.629736	7.640213
10396926	9.33856	9.429787	9.416655	9.417719	9.360388	9.331652
10396936	4.775182	4.996951	4.759661	5.346412	5.554489	6.152956
10396950	2.604421	2.616718	2.543403	2.621005	2.418441	2.242075
10396952	5.307082	5.014957	4.740753	4.210079	4.513082	4.317029
10396956	7.62206	7.613762	7.536028	7.270805	7.378743	7.305984
10397000	2.609196	2.804494	2.50469	2.51576	2.946496	2.76359
10397002	6.547314	6.703793	6.790745	6.620757	6.712331	6.853147
10397030	3.14156	3.100036	3.271132	3.100036	3.045863	2.817912
10397052	3.069774	3.082615	3.096334	3.301595	3.276636	3.296135
10397054	7.291206	7.157032	7.203028	7.176867	7.262875	7.477191
10397068	8.092178	8.171777	8.242493	8.417957	8.092397	8.350781
10397081	6.849456	7.083608	7.034872	6.988249	7.061297	7.046089
10397083	6.971406	7.001659	6.992628	7.066612	6.824246	6.89467
10397085	8.082192	8.134188	8.169641	8.27392	8.226364	8.347873
10397094	7.991557	7.935477	7.828953	7.904684	7.91025	7.947845
10397112	5.053235	5.296341	5.338483	4.961116	5.246229	5.299165
10397143	4.792791	4.735246	4.756803	4.801634	4.875856	4.768942
10397145	6.719922	6.471657	6.605473	6.491932	6.451084	6.451564
10397148	5.199141	5.127306	5.177864	5.155216	5.185314	5.263582
10397153	3.162378	3.325918	2.889164	3.217203	3.54585	3.380897
10397158	3.901533	3.497257	3.401196	3.514942	3.983371	3.997833
10397166	2.406119	2.67139	2.702729	2.15801	2.724481	2.592726
10397172	4.904773	4.736471	4.70441	4.641012	4.802758	4.792724
10397179	5.450988	5.456445	5.454166	5.415297	5.388337	5.310354
10397189	5.19864	5.107737	5.346734	5.494456	5.084077	5.051673
10397201	7.279019	7.160514	7.037549	7.381304	7.376185	7.258735
10397216	5.65388	5.601079	5.449118	5.58706	5.679341	5.614171
10397230	2.984224	2.870046	3.013837	3.020657	3.172652	2.990281
10397244	4.751749	4.751749	4.720725	4.627481	5.088697	4.71198
10397249	5.85007	5.82622	5.727487	5.817519	5.817502	5.901044
10397257	3.855488	4.161337	4.387269	4.138358	4.123623	4.169963
10397264	4.275115	4.226021	4.016539	4.079676	4.314299	4.303081
10397267	6.147763	6.181495	6.10748	6.131613	6.315118	6.226588
10397275	3.999586	3.550455	3.906076	3.50309	4.036777	3.976661
10397277	6.090515	5.727379	6.040961	6.005917	5.793459	6.357595
10397281	6.695495	6.785195	6.817829	6.790756	6.861406	6.980566
10397311	7.44589	7.534157	7.424996	7.807308	7.719836	7.483944
10397332	6.929955	6.905138	6.972337	7.021858	7.08239	6.94168
10397342	3.85297	3.10463	3.507335	3.425886	3.638881	3.35646
10397346	7.575658	7.310597	7.105791	5.871894	5.858979	5.585001
10397351	4.908972	4.859696	5.046398	4.916672	4.885558	5.107705
10397359	4.879327	4.629717	4.757699	4.913393	5.075534	4.834197
10397364	4.510111	4.315603	4.262511	4.170526	4.087111	4.515319
10397377	6.371565	6.427851	6.212083	6.422046	6.544146	6.551007
10397416	6.170495	6.206501	6.25485	6.098022	6.074551	5.946804
10397428	6.405865	6.274391	6.188163	6.337089	6.39115	6.272449
10397440	3.269534	3.192134	3.2249	3.028903	3.462228	3.398033
10397448	1.36769	1.513708	1.46998	1.276843	1.446346	1.399542
10397450	5.612377	5.858462	5.836442	5.670842	5.893455	5.967874
10397460	2.708466	2.776414	2.821388	2.490242	2.909464	2.633306
10397476	5.921338	5.909276	6.107372	6.270463	6.082667	6.181127
10397482	3.868549	3.815832	3.614204	3.670428	3.64739	3.861736
10397507	6.573985	6.466215	6.514145	6.352174	6.29807	6.34538
10397518	8.046409	8.001913	8.148575	7.939704	7.894271	8.083283
10397528	10.96256	10.84422	10.77172	10.84994	10.81614	10.84146
10397530	6.166966	5.921264	6.042462	6.075222	6.166587	6.369303
10397536	3.300378	3.177765	3.375694	2.908019	3.743475	3.660756
10397538	4.746703	4.869023	4.884011	4.913163	4.691173	4.790761
10397541	7.849021	7.976909	7.538459	7.975997	7.359516	7.368569
10397543	7.624207	7.596939	7.298285	7.64976	7.32654	7.253938
10397545	2.242568	2.135517	2.12582	2.259664	2.197009	2.082883
10397551	1.386861	1.219412	1.23715	1.287892	1.30291	1.807758
10397553	2.737848	3.538355	3.163648	4.132753	3.412482	3.249545
10397555	7.606827	7.509758	7.32655	7.792777	7.427819	7.493053
10397557	1.268831	1.143331	1.162734	1.111865	1.143331	0.9617811
10397559	3.512479	3.668897	3.529351	3.696056	3.873096	3.62358
10397561	5.48118	5.544724	5.738359	5.746519	5.581961	5.70183
10397575	5.248892	5.543321	5.666465	4.99487	5.051714	5.085445
10397602	1.511025	1.493695	1.384253	1.479617	1.64278	1.731992
10397604	3.232275	3.115644	3.258388	3.640035	3.324954	3.384688
10397606	3.086308	3.126227	3.094845	3.016644	2.941923	3.011935
10397621	2.197697	2.308514	2.03999	2.158092	2.263501	2.013163
10397627	4.660676	4.621691	4.862476	4.713275	4.601049	4.65287
10397629	1.367666	1.670577	1.867735	1.48838	1.694847	1.938673
10397633	8.28672	8.168319	8.403353	8.741882	8.625821	8.809783
10397639	2.241693	2.2928	2.284155	2.118343	2.252519	1.999356
10397642	7.020584	7.196491	7.153823	7.207495	6.679763	6.593551
10397645	2.435371	2.629467	2.532622	2.219023	2.426477	2.53075
10397649	1.564306	1.503918	1.259884	1.178944	1.320457	1.255562
10397651	4.445232	4.513669	4.759445	4.78077	4.769258	4.706912
10397666	7.456551	7.450135	7.380505	7.657364	7.454012	7.428587
10397683	5.916123	5.920504	5.955885	6.120594	6.01128	5.946775
10397699	12.02674	12.02299	11.90297	12.1036	11.93217	11.98482
10397701	2.188528	2.189668	2.36378	2.279103	2.342291	2.246687
10397703	2.932115	3.180888	3.572021	3.220653	3.159764	3.116439
10397708	6.150778	6.428615	6.344826	6.334393	6.548456	6.500616
10397715	2.843723	3.23241	2.897115	2.906633	3.135818	3.015012
10397717	4.593207	4.552752	5.107867	4.539032	4.682434	4.708533
10397719	7.299573	7.315125	7.229122	7.303517	7.325692	7.346352
10397736	4.938851	4.886606	5.02453	4.323067	4.752431	4.566458
10397741	7.688583	7.457119	7.474032	7.63274	7.660219	7.591522
10397750	4.624767	4.512295	4.608921	4.514096	4.443439	4.815877
10397752	8.681479	8.710618	8.769073	8.709697	8.572662	8.609046
10397761	4.712996	4.674324	4.749551	4.407761	4.691856	4.670245
10397763	5.294391	5.485915	5.485164	4.951783	5.287074	5.233738
10397780	5.761108	5.618132	5.660624	5.38507	5.53584	5.569022
10397784	4.426285	4.300943	4.241651	4.024437	4.320409	4.374145
10397786	3.645709	3.825135	3.603477	3.853093	3.665166	3.424497
10397788	3.833899	3.888261	3.808597	3.850899	3.658882	3.921138
10397790	5.179827	5.144939	5.349932	4.991227	5.283503	5.159788
10397792	1.49259	1.734324	1.705616	1.879176	1.915615	2.30966
10397818	6.2325	6.201139	6.080444	6.464852	6.341645	6.438995
10397835	5.96292	5.877166	5.124993	5.09124	5.154193	5.023408
10397853	5.414577	5.253733	5.34503	5.005782	5.022403	5.028893
10397866	4.760633	4.647289	4.813116	5.076158	5.179355	4.843239
10397882	5.258141	5.352027	5.550448	5.518938	5.505633	5.460912
10397891	3.333622	3.418254	3.1366	3.074244	3.133246	3.366709
10397895	6.98081	6.964257	6.847989	7.174483	6.782467	6.851394
10397907	4.63086	4.717789	4.873536	4.717789	4.701702	4.62807
10397912	3.753247	3.373529	3.627095	3.957228	4.132254	3.729384
10397962	4.261668	4.404383	4.72296	4.307844	4.608142	4.416308
10397966	4.977713	5.116889	5.023778	4.906502	5.225667	5.143141
10397975	4.378284	4.22909	4.291794	4.235472	4.366045	4.303022
10397984	2.655187	2.742089	2.755363	2.812964	2.716735	3.016874
10398011	2.885505	2.554551	2.711378	2.72989	2.781945	3.130328
10398019	3.331832	3.322642	3.332011	3.332011	3.290409	3.346381
10398025	2.82874	2.927576	3.33812	3.109065	2.929019	3.214852
10398032	2.701341	2.272798	2.353616	2.666903	2.498929	2.69055
10398039	2.963593	2.837161	2.843308	2.958943	3.19625	3.268786
10398052	4.376928	4.470268	4.583061	4.289165	4.642015	4.424683
10398060	2.500715	2.653886	2.76316	2.80335	3.059108	2.664571
10398069	4.609673	4.820881	4.67784	4.623234	4.623243	4.898474
10398075	5.037178	5.026822	5.048251	4.919601	4.793554	4.547775
10398080	3.786879	3.696049	3.829341	3.452905	3.544455	3.725706
10398082	3.286492	3.35736	3.525014	3.412777	3.384648	3.445888
10398085	7.468198	7.372397	7.583711	7.452997	7.340744	7.43279
10398091	2.672263	2.479198	2.370351	2.432166	2.292037	1.957911
10398095	4.011575	4.299594	4.121422	4.293066	4.200446	3.897342
10398100	4.651665	4.932462	4.811761	4.63117	4.957894	5.382365
10398105	2.16593	2.16412	2.175016	2.135616	2.399313	2.097401
10398111	4.385214	4.599993	4.786214	4.617221	4.613084	4.488131
10398117	4.41959	4.279551	4.550691	4.269709	4.285016	4.334727
10398121	3.752803	3.979081	3.880386	3.872493	3.92897	3.750681
10398124	4.961279	4.819049	4.590542	5.412147	5.212619	4.989259
10398130	3.341243	3.054248	3.293374	3.387904	3.231712	3.202045
